,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
43,2017/3/5,67,1176932.6,551313,221517,15504,388599,250903,136918,777.78,conventional,2017,PhoenixTucson
44,2017/2/26,65,1146225.87,558764,289096,14924,283443,113594,169660,188.89,conventional,2017,PhoenixTucson
45,2017/2/19,67,1171871.64,624947,260052,14749,272124,126573,145261,290.28,conventional,2017,PhoenixTucson
46,2017/2/12,54,1582877.09,917584,257573,18976,388743,118302,269543,898.61,conventional,2017,PhoenixTucson
47,2017/2/5,46,2200550.27,1200633,531227,18325,450366,113752,330583,6030.56,conventional,2017,PhoenixTucson
48,2017/1/29,58,1380520.76,799388,246921,16441,317771,114965,202520,286.11,conventional,2017,PhoenixTucson
49,2017/1/22,54,1601222.68,909749,296612,15562,379300,98983,280317,0,conventional,2017,PhoenixTucson
50,2017/1/15,60,1470187.14,689504,362435,13939,404309,136614,267595,100,conventional,2017,PhoenixTucson
51,2017/1/8,73,1138871.92,515079,275342,16072,332379,140575,191805,0,conventional,2017,PhoenixTucson
52,2017/1/1,63,1169638.17,560445,325472,15080,268642,117178,151421,43.06,conventional,2017,PhoenixTucson
0,2017/12/31,101,150867.12,76690,30459,2273,41445,28146,13299,0,conventional,2017,Pittsburgh
1,2017/12/24,129,87945.29,29723,18388,1009,38826,32590,6236,0,conventional,2017,Pittsburgh
2,2017/12/17,101,141895.38,66813,29426,2194,43463,30506,12957,0,conventional,2017,Pittsburgh
3,2017/12/10,127,93436.57,34240,19312,1573,38311,31900,6411,0,conventional,2017,Pittsburgh
4,2017/12/3,118,93898,36640,20642,1451,35165,27782,7383,0,conventional,2017,Pittsburgh
5,2017/11/26,102,124119,60144,26227,2176,35572,23424,12148,0,conventional,2017,Pittsburgh
6,2017/11/19,150,89083,28168,17531,1896,41488,35828,5660,0,conventional,2017,Pittsburgh
7,2017/11/12,151,87818,30062,15533,1162,41061,35203,5858,0,conventional,2017,Pittsburgh
8,2017/11/5,154,85430.88,29628,17235,1065,37503,32659,4844,0,conventional,2017,Pittsburgh
9,2017/10/29,152,90393.33,30940,20179,1067,38207,32383,5824,0,conventional,2017,Pittsburgh
10,2017/10/22,154,99922.23,35801,22217,1088,40816,34330,6486,0,conventional,2017,Pittsburgh
11,2017/10/15,156,97962.05,34870,21510,1143,40440,32425,8015,0,conventional,2017,Pittsburgh
12,2017/10/8,160,84870.68,35817,10330,1241,37483,29940,7543,0,conventional,2017,Pittsburgh
13,2017/10/1,133,105766.89,43623,22847,1404,37892,26559,11333,0,conventional,2017,Pittsburgh
14,2017/9/24,132,102663.43,44019,25082,1558,32005,23200,8788,16.67,conventional,2017,Pittsburgh
15,2017/9/17,129,104613.01,43084,24458,1747,35324,27435,7723,166.67,conventional,2017,Pittsburgh
16,2017/9/10,131,100073.91,42781,23779,1402,32112,23892,7240,980,conventional,2017,Pittsburgh
17,2017/9/3,131,104937.39,43246,27967,1880,31844,23479,6840,1525.56,conventional,2017,Pittsburgh
18,2017/8/27,128,106686.99,43026,26493,1744,35424,27608,7352,463.34,conventional,2017,Pittsburgh
19,2017/8/20,129,104117.39,42108,25109,1582,35318,26703,7059,1556.67,conventional,2017,Pittsburgh
20,2017/8/13,127,106928.65,44557,26086,1285,35001,26432,7035,1533.33,conventional,2017,Pittsburgh
21,2017/8/6,129,105595.21,41519,28322,1457,34297,26824,6373,1100,conventional,2017,Pittsburgh
22,2017/7/30,129,104351.36,41263,27919,1466,33703,26704,6276,723.34,conventional,2017,Pittsburgh
23,2017/7/23,129,105012.68,42723,25661,1369,35258,26992,7230,1036.67,conventional,2017,Pittsburgh
24,2017/7/16,126,106344.95,44572,26347,1539,33888,25479,6869,1540,conventional,2017,Pittsburgh
25,2017/7/9,125,116575.48,45340,30917,1472,38847,30093,6444,2310,conventional,2017,Pittsburgh
26,2017/7/2,125,124868.74,50926,30336,1780,41827,33133,6770,1924.17,conventional,2017,Pittsburgh
27,2017/6/25,126,120211.37,47202,29969,1660,41381,30779,8392,2210.28,conventional,2017,Pittsburgh
28,2017/6/18,129,119743.9,47858,32486,1543,37857,27653,8202,2002.5,conventional,2017,Pittsburgh
29,2017/6/11,133,117367.43,51973,29898,1738,33758,24055,7650,2052.5,conventional,2017,Pittsburgh
30,2017/6/4,133,123557.37,51219,27380,1920,43038,34199,8280,559.72,conventional,2017,Pittsburgh
31,2017/5/28,132,143674.94,60062,29710,1891,52013,44354,7659,0,conventional,2017,Pittsburgh
32,2017/5/21,102,207645.24,105432,48643,3875,49695,34916,14778,0,conventional,2017,Pittsburgh
33,2017/5/14,133,117857.6,51069,20280,1751,44757,41342,3087,329.17,conventional,2017,Pittsburgh
34,2017/5/7,103,214738.04,107598,50335,3682,53124,38144,14980,0,conventional,2017,Pittsburgh
35,2017/4/30,105,205559.96,101894,53722,3642,46302,31302,14958,41.67,conventional,2017,Pittsburgh
36,2017/4/23,134,117579.21,48210,24388,1515,43466,35733,7733,0,conventional,2017,Pittsburgh
37,2017/4/16,133,116011.18,44551,23043,1423,46994,40217,6777,0,conventional,2017,Pittsburgh
38,2017/4/9,136,119196.56,48581,25213,1466,43937,36384,7553,0,conventional,2017,Pittsburgh
39,2017/4/2,137,122944.98,50365,27048,1687,43845,35344,8500,0,conventional,2017,Pittsburgh
40,2017/3/26,134,117686.64,43116,27138,1560,45874,38442,7432,0,conventional,2017,Pittsburgh
41,2017/3/19,134,110278.1,37849,28735,1151,42543,35409,7134,0,conventional,2017,Pittsburgh
42,2017/3/12,134,108624.25,37403,29383,1359,40480,33538,6942,0,conventional,2017,Pittsburgh
43,2017/3/5,102,174567.14,80177,47353,2909,44127,28422,15706,0,conventional,2017,Pittsburgh
44,2017/2/26,133,103906,37872,26478,1493,38063,31339,6724,0,conventional,2017,Pittsburgh
45,2017/2/19,133,91579.18,32494,24711,1212,33162,27745,5417,0,conventional,2017,Pittsburgh
46,2017/2/12,128,100215.44,31076,28242,1114,39783,34236,5548,0,conventional,2017,Pittsburgh
47,2017/2/5,102,157981.65,67987,47942,2927,39126,27742,11384,0,conventional,2017,Pittsburgh
48,2017/1/29,126,107225.04,34694,30342,1353,40836,35389,5446,0,conventional,2017,Pittsburgh
49,2017/1/22,104,159303.6,68732,45716,3111,41744,30703,11041,0,conventional,2017,Pittsburgh
50,2017/1/15,108,168143.15,74537,47948,3405,42253,29876,12376,0,conventional,2017,Pittsburgh
51,2017/1/8,102,152780.85,65344,47296,2616,37524,27826,9698,0,conventional,2017,Pittsburgh
52,2017/1/1,102,141043.91,58724,42204,2553,37563,28298,9264,0,conventional,2017,Pittsburgh
10,2017/10/22,148,1455487.08,650122,388492,4069,412805,343996,68736,72.66,conventional,2017,Plains
11,2017/10/15,177,1232522.78,566004,324285,4323,337910,260794,77060,56.52,conventional,2017,Plains
12,2017/10/8,181,1248620.9,579779,278088,5388,385366,285270,100043,53.15,conventional,2017,Plains
13,2017/10/1,177,1309590.39,547565,323435,13598,424992,323069,101858,64.5,conventional,2017,Plains
14,2017/9/24,175,1384407.83,592804,318265,21231,452107,379267,72784,56.77,conventional,2017,Plains
15,2017/9/17,166,1369417.02,603286,339221,6808,420102,365945,54079,77.36,conventional,2017,Plains
16,2017/9/10,160,1534772.16,677032,369719,5852,482169,440426,40821,922.24,conventional,2017,Plains
17,2017/9/3,158,1531392.1,682505,356889,6349,485649,423640,43197,18811.52,conventional,2017,Plains
18,2017/8/27,137,1822828.12,940975,417322,6077,458454,403908,36075,18470.64,conventional,2017,Plains
19,2017/8/20,153,1548298.16,649040,436601,6026,456631,417906,34478,4246.67,conventional,2017,Plains
20,2017/8/13,143,1739844.71,649275,609832,6243,474494,424441,35664,14388.67,conventional,2017,Plains
21,2017/8/6,143,1762012.56,675558,580796,7231,498427,440098,44108,14220.87,conventional,2017,Plains
22,2017/7/30,146,1718325.16,669233,557505,11640,479948,430060,37912,11975.11,conventional,2017,Plains
23,2017/7/23,139,1854451.3,719912,594292,11924,528323,466178,46069,16075.05,conventional,2017,Plains
24,2017/7/16,138,1843260.04,662784,595296,28026,557154,485370,50390,21393.05,conventional,2017,Plains
25,2017/7/9,132,2106705.01,785869,554318,45371,721146,710273,5458,5415.09,conventional,2017,Plains
26,2017/7/2,131,2223310.81,801225,664924,28132,729029,707685,6808,14536.29,conventional,2017,Plains
27,2017/6/25,135,2035318.57,790697,562376,10765,671480,633188,29127,9165.3,conventional,2017,Plains
28,2017/6/18,135,1993421.09,812644,464272,7538,708967,653169,34954,20843.35,conventional,2017,Plains
29,2017/6/11,131,2120488.01,948624,478848,7878,685138,642269,27923,14946.06,conventional,2017,Plains
30,2017/6/4,131,2136102.71,958509,499136,11013,667445,620313,35312,11820.04,conventional,2017,Plains
31,2017/5/28,138,1975524.7,833905,499191,10561,631868,584294,29544,18029.73,conventional,2017,Plains
32,2017/5/21,133,1840889.79,832264,420871,7303,580452,534883,31631,13938.7,conventional,2017,Plains
33,2017/5/14,133,1894833.35,874405,415178,7814,597436,535679,49821,11935.91,conventional,2017,Plains
34,2017/5/7,113,2617237.35,1371861,579543,8090,657743,570356,71125,16261.83,conventional,2017,Plains
35,2017/4/30,119,2080438.13,1092963,415848,7112,564515,516294,38655,9565.97,conventional,2017,Plains
36,2017/4/23,118,2143445.39,1115173,403864,6656,617752,606148,8038,3566.27,conventional,2017,Plains
37,2017/4/16,135,1808002.16,776379,497717,7829,526077,500351,5479,20247.29,conventional,2017,Plains
38,2017/4/9,128,1868022.01,888870,497865,9240,472048,450706,5368,15973.97,conventional,2017,Plains
39,2017/4/2,129,1818148.12,851478,524131,13118,429422,409631,6544,13247.21,conventional,2017,Plains
40,2017/3/26,133,1704624.12,765107,474411,8535,456572,432296,5044,19231.27,conventional,2017,Plains
41,2017/3/19,130,1679882.22,721848,489325,8221,460489,437780,20076,2633.44,conventional,2017,Plains
42,2017/3/12,129,1602700.69,758548,426750,6594,410809,399428,4020,7360.32,conventional,2017,Plains
43,2017/3/5,125,1601599.81,734910,421272,9573,435845,393723,36579,5544.12,conventional,2017,Plains
44,2017/2/26,105,2008263.47,1013358,453753,14783,526369,462233,58328,5807.78,conventional,2017,Plains
45,2017/2/19,96,2087617.13,1035888,444278,20780,586671,537145,44325,5200.91,conventional,2017,Plains
46,2017/2/12,94,2097983.48,1041604,490947,23557,541875,466641,53466,21768.2,conventional,2017,Plains
47,2017/2/5,76,3575499.21,2157031,801200,8231,609038,579815,21646,7576.48,conventional,2017,Plains
0,2017/12/31,89,614950.95,93210,250586,16025,255129,204433,50366,330.71,conventional,2017,Portland
1,2017/12/24,133,407742.01,64005,141180,12577,189980,128039,61593,347.48,conventional,2017,Portland
2,2017/12/17,131,430915,74947,158605,10854,186510,133501,52415,594.47,conventional,2017,Portland
3,2017/12/10,129,424741.73,110652,93996,15326,204768,147247,57069,452.12,conventional,2017,Portland
4,2017/12/3,88,777430,260954,168336,12318,335821,295944,39575,302,conventional,2017,Portland
5,2017/11/26,148,336192,99591,69191,12659,154751,105787,48468,495,conventional,2017,Portland
6,2017/11/19,153,350149,105421,72924,13313,158491,84675,72816,1000,conventional,2017,Portland
7,2017/11/12,111,593320,178779,115334,12996,286211,231215,54586,410,conventional,2017,Portland
8,2017/11/5,103,681564.98,225939,150841,14808,289977,246799,42932,246.33,conventional,2017,Portland
9,2017/10/29,129,520629.7,152605,128666,15432,223927,175517,47899,511.17,conventional,2017,Portland
10,2017/10/22,136,511400.66,138574,127746,14425,230656,189637,40584,434.52,conventional,2017,Portland
11,2017/10/15,125,546932.09,150708,240106,11215,144903,91835,52424,643.41,conventional,2017,Portland
12,2017/10/8,190,363427.67,92602,111770,14977,144079,87517,54856,1706.71,conventional,2017,Portland
13,2017/10/1,184,362296.15,97773,104336,14152,146035,92339,52995,700.88,conventional,2017,Portland
14,2017/9/24,182,354180.85,93966,95406,13095,151714,93608,57418,687.36,conventional,2017,Portland
15,2017/9/17,183,378220.95,99284,104445,12500,161992,91161,70070,761.53,conventional,2017,Portland
16,2017/9/10,187,384536.99,103658,106230,16044,158605,85880,71547,1178.29,conventional,2017,Portland
17,2017/9/3,176,415130.61,113711,118370,14533,168516,106244,61915,357.2,conventional,2017,Portland
18,2017/8/27,134,597580.17,168216,97434,12732,319198,266477,52446,275.57,conventional,2017,Portland
19,2017/8/20,132,671617.66,191682,131531,15625,332779,276360,55932,486.95,conventional,2017,Portland
20,2017/8/13,171,432923.79,100657,122556,14938,194772,113265,81462,45.25,conventional,2017,Portland
21,2017/8/6,158,540879.33,125452,146939,16333,252156,162070,89823,262.96,conventional,2017,Portland
22,2017/7/30,134,575652.16,145857,211102,14357,204336,116878,87177,280.55,conventional,2017,Portland
23,2017/7/23,115,606128.4,163682,240249,15020,187178,99302,87801,74.63,conventional,2017,Portland
24,2017/7/16,138,530468.65,141903,173050,14908,200608,108090,91624,893.09,conventional,2017,Portland
25,2017/7/9,70,1136070.26,228988,231829,13756,661498,656041,5097,360.03,conventional,2017,Portland
26,2017/7/2,99,767074.64,138050,193657,15390,419978,417909,1832,236.35,conventional,2017,Portland
27,2017/6/25,96,803349.86,162935,169404,19050,451961,450917,635,409.6,conventional,2017,Portland
28,2017/6/18,97,755535.79,151652,165833,15532,422519,422054,313,152.42,conventional,2017,Portland
29,2017/6/11,100,718937.65,128991,168572,18215,403160,401672,1317,171.11,conventional,2017,Portland
30,2017/6/4,112,698957.23,120671,128831,23470,425984,423593,2162,229.23,conventional,2017,Portland
31,2017/5/28,97,820850.36,162040,194722,23353,440735,438470,2179,86.2,conventional,2017,Portland
32,2017/5/21,101,750346.5,160577,189302,21411,379057,378471,434,151.49,conventional,2017,Portland
33,2017/5/14,95,765147.43,162606,154258,20831,427452,412487,14660,305.33,conventional,2017,Portland
34,2017/5/7,91,933826.15,229402,253020,22084,429320,370157,58789,373.46,conventional,2017,Portland
35,2017/4/30,84,940104.32,220614,175669,20231,523591,521943,1439,208.81,conventional,2017,Portland
36,2017/4/23,91,756075.76,165357,200049,19111,371559,370457,588,512.81,conventional,2017,Portland
37,2017/4/16,98,743878.59,151790,168188,18907,404993,403966,732,294.58,conventional,2017,Portland
38,2017/4/9,108,713478.54,156933,145012,22074,389460,385965,3216,279.11,conventional,2017,Portland
39,2017/4/2,112,672306.68,152602,137425,20885,361395,359314,1924,157.47,conventional,2017,Portland
40,2017/3/26,112,629914.06,142591,127965,16621,342737,338025,4249,463.97,conventional,2017,Portland
41,2017/3/19,111,634212.88,149501,129099,19060,336553,334445,1589,518.36,conventional,2017,Portland
42,2017/3/12,84,922940.33,131661,200564,18137,572578,536469,35443,667.1,conventional,2017,Portland
43,2017/3/5,89,770551.84,142357,159768,17969,450459,272981,177252,226.19,conventional,2017,Portland
44,2017/2/26,70,877633.92,134186,153226,17615,572608,352430,219524,653.63,conventional,2017,Portland
45,2017/2/19,76,869425.93,151716,176143,16930,524637,354511,169576,550.61,conventional,2017,Portland
46,2017/2/12,77,724514.73,159698,113321,15145,436351,397601,38270,479.05,conventional,2017,Portland
47,2017/2/5,68,1189151.17,173945,260237,17285,737684,678872,57776,1035.75,conventional,2017,Portland
48,2017/1/29,76,909463.13,153611,175049,17090,563713,423872,138351,1489.74,conventional,2017,Portland
49,2017/1/22,87,711564.14,107652,194200,16170,393543,331106,62282,155.29,conventional,2017,Portland
50,2017/1/15,85,758125.51,109639,187142,17794,443551,415774,27322,454.42,conventional,2017,Portland
51,2017/1/8,85,877646.01,137601,252978,16699,470369,423678,46174,517.02,conventional,2017,Portland
52,2017/1/1,73,869835.55,100273,269507,13236,486820,468973,17285,561.81,conventional,2017,Portland
0,2017/12/31,92,419590.58,90432,134861,5995,188302,178331,9970,1.11,conventional,2017,RaleighGreensboro
1,2017/12/24,127,248315.51,77545,71381,3882,95507,92648,2859,0,conventional,2017,RaleighGreensboro
2,2017/12/17,124,253164.73,79512,70219,3459,99975,97661,2310,4.44,conventional,2017,RaleighGreensboro
3,2017/12/10,103,356980.37,91719,76260,4129,184874,180010,4864,0,conventional,2017,RaleighGreensboro
4,2017/12/3,118,307299,91761,119171,3892,92471,89249,3222,0,conventional,2017,RaleighGreensboro
5,2017/11/26,136,225495,64578,73321,3144,84452,82420,2032,0,conventional,2017,RaleighGreensboro
6,2017/11/19,136,247612,72444,79451,3778,91940,89013,2925,2,conventional,2017,RaleighGreensboro
7,2017/11/12,140,254131,77868,80926,4326,91011,88458,2553,0,conventional,2017,RaleighGreensboro
8,2017/11/5,139,271264.81,87733,82461,4553,96518,94086,2432,0,conventional,2017,RaleighGreensboro
9,2017/10/29,148,251521.91,76357,82013,4266,88886,85668,3216,1.11,conventional,2017,RaleighGreensboro
10,2017/10/22,163,229001.29,62822,87018,5007,74154,71573,2580,0,conventional,2017,RaleighGreensboro
11,2017/10/15,163,243992.86,72524,89294,5003,77171,71184,5987,0,conventional,2017,RaleighGreensboro
12,2017/10/8,170,243412.06,70536,91084,4384,77409,73771,3637,1.11,conventional,2017,RaleighGreensboro
13,2017/10/1,163,249920.93,67533,96921,4788,80679,76701,3978,0,conventional,2017,RaleighGreensboro
14,2017/9/24,154,273060.96,70581,111227,4434,86818,82873,3944,0,conventional,2017,RaleighGreensboro
15,2017/9/17,147,274560.95,81353,94455,4978,93775,91739,2027,10,conventional,2017,RaleighGreensboro
16,2017/9/10,157,250327.75,58911,97908,5297,88212,85482,1770,960,conventional,2017,RaleighGreensboro
17,2017/9/3,154,263532.84,63350,96363,5766,98054,91380,2160,4513.33,conventional,2017,RaleighGreensboro
18,2017/8/27,147,293278.78,92922,90069,5520,104767,100987,2241,1540,conventional,2017,RaleighGreensboro
19,2017/8/20,142,297724.56,85620,98672,5226,108206,100691,3695,3820,conventional,2017,RaleighGreensboro
20,2017/8/13,139,275406.02,63759,102294,5709,103644,95750,5384,2510,conventional,2017,RaleighGreensboro
21,2017/8/6,129,288674.63,84939,97694,5725,100318,95244,3590,1483.33,conventional,2017,RaleighGreensboro
22,2017/7/30,131,289052.93,88829,96173,5724,98327,93129,4555,643.34,conventional,2017,RaleighGreensboro
23,2017/7/23,131,286761.46,72790,94919,6495,112557,106562,3975,2020,conventional,2017,RaleighGreensboro
24,2017/7/16,130,270590.36,54756,94290,6882,114662,109085,3044,2533.33,conventional,2017,RaleighGreensboro
